,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
4466,4466,4676,numpy_numpy,issue,28813.0,"Weird, I can't think of a way for two threads to get a handle on the same newly created StringDType instance from the array creation logic.","Somehow, thread A and thread B are both holding references to a StringDType instance that was just constructed in thread A. I’ve checked the entire creation stack and there’s no obvious sharing. I didn’t even know this kind of cross-thread dtype leakage could happen—did I miss a doc about dtype caching?",Unknown,Neutral,short,0.1176470588235294,0.2307692307692307,0.1558441558441558,"('Casual/Conversational', 'Confidence', 'List')",71,71,71,71,71,71,71,numpy_numpy,issue,28813.0,Unknown,short,,,,,,,,1,1,1,2,"Weird, I can't think of a way for two threads to get a handle on the same newly created StringDType instance from the array creation logic.",Unknown Unknown,1
3725,3725,3899,numpy_numpy,issue,28024.0,"Hmmm, I doubt that this changes the situation much (w.r.t how disruptive the change would be).
In the end, won't many/most of the problematic objects (e.g. pandas dataframe, or even torch tensors) already have an __array__ attribute, but still return their own type for np.mean() right now?
(IIRC, np.asarray(torch) raises an error, which is also disruptive, but maybe more desirable.)

I wonder if we could nudge libraries towards implementing __array_function__. Although, I am not sure that is quite convenient enough for having partial support.

Could there be a (very slow) deprecation path for this? Right now, I am not sure...","I'm confused about the trade-offs: np.asarray(torch.tensor) currently throws an error, which feels disruptive but might actually be the right signal. Could we design a *very* slow deprecation path for legacy __array__ usage? Or is that too impractical to enforce?",Irrelevant,Neutral,long,0.2564102564102564,0.1,0.1438848920863309,"('github_native', 'Confidence', 'List')",60,60,60,60,60,60,60,numpy_numpy,issue,28024.0,Irrelevant,long,,Irrelevant,Known Unknown,,"relevant, known unknowns",known unknowns ,"what is not known seems to be relevant. The person thinks loud on what a solution could be and how a question could be answered. Nonknowledge would be irrelevant, when the person concludes that there is no need for action. … For the Roberts category it is as always not 100% clear, but it seems that the problem is new and nobody might know",2,3,1,2,"Hmmm, I doubt that this changes the situation much (w.r.t how disruptive the change would be).
In the end, won't many/most of the problematic objects (e.g. pandas dataframe, or even torch tensors) already have an __array__ attribute, but still return their own type for np.mean() right now?
(IIRC, np.asarray(torch) raises an error, which is also disruptive, but maybe more desirable.)

I wonder if we could nudge libraries towards implementing __array_function__. Although, I am not sure that is quite convenient enough for having partial support.

Could there be a (very slow) deprecation path for this? Right now, I am not sure...",Known Unknown,1
1452,1452,1509,pytorch_pytorch,issue,155309.0,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.","I’ve narrowed this down to cuDNN’s integration with tracing: disabling it fixes export for both LSTM and RNN. The consistency across layers suggests a systemic issue in how fused kernels are annotated or handled during tracing. I’m uncertain whether this should be classified as a bug, a documentation gap, or a design constraint—I’d appreciate clarification on the expected behavior here.",Known,Neutral,long,0.15,0.0608108108108108,0.0865384615384615,"('github_native', 'Neutral', 'List')",22,22,22,22,22,22,22,pytorch_pytorch,issue,155309.0,Known,long,,,,,,,,2,2,1,2,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.",Known Unknown,1
1528,1528,1585,pytorch_pytorch,issue,155309.0,I think we need a better way to detect aliasing here.,I'm unsure whether the existing checks for aliasing are comprehensive enough. Could we introduce a debug-mode validator that traces tensor storage pointers during operations?,Known,Neutral,short,0.0833333333333333,0.1818181818181818,0.1142857142857143,"('Technical', 'Hedging', 'Neutral')",24,24,24,24,24,24,24,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,2,I think we need a better way to detect aliasing here.,Known Unknown,1
4578,4578,4789,numpy_numpy,issue,28721.0,I think this occurs because the type check against ndarray causes memmaps to go the slow route and ends up creating a giant mask,"When I pass a memmap array to a function that checks for ndarray, it seems to fall back to a slow implementation that materializes a large mask. I’m unsure whether this is a bug, a performance gotcha, or if I should be using a different type-checking approach.",Known,Neutral,short,0.0851063829787234,0.1666666666666666,0.1126760563380281,"('Professional/Formal', 'Hedging', 'Concise')",73,73,73,73,73,73,73,numpy_numpy,issue,28721.0,Known,short,,,,,,,,2,2,1,2,I think this occurs because the type check against ndarray causes memmaps to go the slow route and ends up creating a giant mask,Known Unknown,1
6056,6056,6361,microsoft_vscode,,251518.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. I am wondering if this is a chromium bug that has since been fixed in chromium but for which we do not have the fix yet (since our Electron version is behind a bit).","VS Code’s Markdown editor fails to render Chinese IME candidates after toggling from English input, even though the input method switches correctly. The underlined error suggests a rendering glitch—could this stem from our outdated Electron bundling an older Chromium build that hasn’t incorporated the IME layout fix?",Known,Neutral,long,0.1914893617021276,0.108433734939759,0.1384615384615384,"('Technical', 'Neutral', 'Concise')",98,98,98,98,98,98,98,microsoft_vscode,,251518.0,Known,long,,,,,,,,2,2,1,2,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. I am wondering if this is a chromium bug that has since been fixed in chromium but for which we do not have the fix yet (since our Electron version is behind a bit).",Known Unknown,1
3630,3630,3804,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006. That probably means that for backwards compatibility reasons we cannot change this behaviour.","I know this was added in 2006, and we’ve never changed it since — but I’m uncertain whether that’s because we’re bound by compatibility guarantees, or because no one ever had the courage (or data) to assess the impact of removing it.",Known,Neutral,short,0.0952380952380952,0.16,0.1194029850746268,"('Technical', 'Hedging', 'Expand')",58,58,58,58,58,58,58,numpy_numpy,issue,28024.0,Known,short,,,,,,,,2,2,1,2,"The behaviour was added a long time ago, commit 67940c3 in 2006. That probably means that for backwards compatibility reasons we cannot change this behaviour.",Known Unknown,1
2891,2891,3029,tensorflow_tensorflow,issue,60798.0,"I am trying to build Tensorflow from source with flag /MT (I require this so that the tensorflow.dll does not require the vcruntime libraries on startup). I tried this command: bazel build tensorflow:tensorflow.dll --copt=/MT. But i get errors. It seems, like something is wrong with spaces in path. But i builded tensorflow successfully without /MT flag.","When I compile TensorFlow with --copt=/MT to statically link the VC runtime, I encounter build failures that seem tied to whitespace in directory paths. Without /MT, the build completes fine. Is this a known limitation in TensorFlow's Bazel rules on Windows, or am I misconfiguring the compiler flag syntax?",Known,Neutral,short,0.1428571428571428,0.125,0.1333333333333333,"('Technical', 'Neutral', 'Neutral')",46,46,46,46,46,46,46,tensorflow_tensorflow,issue,60798.0,Known,short,,,,,,,,2,2,1,2,"I am trying to build Tensorflow from source with flag /MT (I require this so that the tensorflow.dll does not require the vcruntime libraries on startup). I tried this command: bazel build tensorflow:tensorflow.dll --copt=/MT. But i get errors. It seems, like something is wrong with spaces in path. But i builded tensorflow successfully without /MT flag.",Known Unknown,1
422,422,441,pytorch_pytorch,Issue,153960.0,"What does the device_id do behind the scenes? What does it change with respect to NCCL?
 Can we get a NCCL debug log (NCCL_DEBUG=INFO)? Or does the race go away then?","I’m not sure whether device_id is just a hint or if it fundamentally changes how NCCL selects communication paths. When I turn on NCCL_DEBUG=INFO, do the logs show differences in peer connections, buffer allocation, or kernel launch order? If so, what’s the exact mechanism?",Known,Neutral,short,0.0909090909090909,0.1290322580645161,0.1066666666666666,"('Casual/Conversational', 'Confidence', 'List')",6,6,6,6,6,6,6,pytorch_pytorch,Issue,153960.0,Known,short,,,,,,,,2,2,1,2,"What does the device_id do behind the scenes? What does it change with respect to NCCL?
 Can we get a NCCL debug log (NCCL_DEBUG=INFO)? Or does the race go away then?",Known Unknown,1
228,228,234,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","I'm trying to export a model using torch.onnx.export that uses torch.repeat_interleave with x.shape[0] as the repetition count. Despite both input tensors being on cuda:1, I get a device mismatch error because x.shape[0] is a CPU tensor. I don't understand why PyTorch doesn't automatically promote the scalar shape index to the same device as its parent tensor during ONNX export. Is this a known limitation, or am I misusing the API?",Known,Neutral,long,0.2142857142857142,0.1293103448275862,0.1612903225806451,"('Professional/Formal', 'Neutral', 'Neutral')",3,3,3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,2,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?",Known Unknown,1
