,statement,toxic,is_toxic
1163,"  Welche Warnung? Ich lese es als Unterstützung unseres Kurses! Es gibt keinen Satz im Text, der diesem widerspricht. CL",0,0
672,"Da Satire ja schon längst nicht mehr alles darf, und ich keine Lust habe, wegen jedem frechen Spruch vor Gericht zu landen, erstelle ich gerade wieder ein musikalisches Comedyprogramm voller methaphorischer Anspielungen. Welcher Titel wäre gut?",0,0
686," Hier mal ein Beitrag. Ich selber habe keine Ahnung, was davon wahr ist oder nicht. https://www.epochtimes.de/politik/deutschland/greenpeace-gruendungsmitglied-klimawandel-gibt-es-aber-er-ist-weder-menschengemacht-noch-eine-krise-a2824829.html/amp?__twitter_impression=true",0,0
3831,Antrag 30 wird aufgerufen: Auch hauptberufliche #Geistliche sollen geistliches Leben führen sollen - #aksynode16,0,0
3793," wer der AfD recht gibt, begeht Unrecht. Da gibt es nichts zu relativieren. Die AfD ist rassischtisch, das bestätigen auch immer wieder ihre kleinen Anfragen. Wer das gut heißt, macht sich mitschuldig an Rassismus, Behindertenfeindlichkeit, Homophobie, Antisemitismus etc.",0,0
2972, Die Spender sind nicht Tot ...Sie liegen im Sterben .Diesen Sterbeprozess sollte man repektieren.Niemand hat ein Recht auf meine Organe wenn ich nicht zustimme,0,0
4109,heute in DIE ZEIT ein grosses Interview mit mir ueber ISIS (IS) und Lage in der Region!,0,0
2075," Wer ""schlachtet"" die Mieter aus? Die wollen ja schließlich auch nicht in heruntergekommenen Barracken wohnen",0,0
2493," Nur wenn die Bürger wachsam sind. Billige Scheuersandwerbung nervt auch, aber viele kaufen es, weil ihnen nichts anderes als das Eingehämmerte einfällt.",0,0
656,Wir brauchen vor allem billigere Wohnungen. Diese neoliberale Politik hilft den Menschen nicht.,0,0
4790,Stärkt endlich die Unter- und Mittelzentren. Nicht jeder Mensch muss in einer Großstadt wohnen. Erstrebenswert ist es sowieso nicht.,0,0
3921,Könnt ihr mal  folgen? Das ist ein ganz lieber und es wäre schön wenn er mehr Follower hätte.,0,0
2935,Warum verdammt nochmal warum müssen wir ständig welche aufnehmen. Deutschland hat die meisten aufgenommen von den eu Staaten. Die wirklich Hilfe brauchen können nicht zu uns kommen weil die sich es nicht leisten können.,0,0
2304,Morgen Abend schmeißt d Verein #FluchtnachVorn eine Geburtstagsparty für Michael Genner! Sparkassaplatz 3 in good ol' 15.Bezirk! Wer kommt?,0,0
3800," gab schon etliche schlimme Anschläge auf afd-Politiker, redet man aber kaum drüber und zum Glück keine Toten!! Noch weniger redet man über Opfer von Glaubensgewaltigen!!",0,0
4849,"Ich brauche keine fremden Kulturen vor meiner Haustür. Ich möchte auch keine bunten Menschen beim Einkaufen begegnen. Ich spreche auch kein türkisch, arabisch oder Suaheli. Meine Familie ist germanisch und wird es auch bleiben. Wir möchten uns nicht mit andere Kulturen vermischen",0,0
131, was machen SIE gerade in Ihrem Text - oh man 🙈🙈🙈🙈,0,0
4499,"mit 20 Leuten ist es untertrieben ...da muss stehen 120, dann wird ein Schuh drauß",0,0
721,o2 hat mich nach 1 Stunde in der Warteschleife abgeschaltet. Ich soll es wieder |LBR| probieren. So ein Laden muss boykottiert werden.,0,0
2588,"Die höchste Mordrate gab es in Deutschland kurz nach der Wiedervereinigung. Zuletzt fragte die AfD, wieviel Polizisten von Ausländern angegriffen wurden und musste die herbe Erkenntnis schlucken, dass Kriminalität vor allem von Deutschen verübt wird. https://www.kriminalpolizei.de/ausgaben/2017/maerz/detailansicht-maerz/artikel/morde-1950-bis-2015.html",0,0
2216," In Berlin gibt es eine Ausstellung, in der Terroristen als Märtyrer dargestellt werden. Was ist ihr Statement dazu???",0,0
1876,  Das liebe Geld....schade das es die Falschen haben ..und noch Falscherer die darüber verfügen dürfen ....,0,0
1325,"Wenn die Flugzeugführer Angst haben vor Migranten, müssen die Herrschaften eben |LBR| in Handschellen abgeschoben werden. Wo sind wir denn?",0,0
3047,Ist die  zur #GroKo verdammt? Diskutiere um 10:10 Uhr darüber im  mit  und Frank Capellan.,0,0
1426,"Mathias Döpfner: ""Wir haben ein vitales Eigeninteresse, Israel zu schützen. #Israel ist nur die 1. Etappe der Feinde der Freiheit."" #DILK16",0,0
1834,"Wer zwingt dich , dein Auto auszuschlachten...bitte nicht beleidigend werden, aber was erwarte ich...",0,0
3842,"#spdbt2017: Manche führende -Politiker wissen nicht, was  sagen wird. Hat sein Manuskript nicht gezeigt. Ungewöhnlich.",0,0
1381," Stimmt, habe ich gesehen aber man hat es nur kurz angerissen. Es gibt in jeder Partei schwarze Schafe und Herr Junge kann nicht für alles was.",0,0
719,  Die Sicherheit und auch die soziale Sicherheit der Deutschen ist nicht unabhängig von der Stabilität und dem Zusammenhalt der EU.,0,0
811, Trotzdem schaffen sie wahnsinnig großartige Arbeit! Wir sind beeindruckt von den mutigen Frauen!,0,0
2714,"Die Gewalt kommt von mindestens 3 Seiten, Rechts, Links, Islam. Warum werden die letzten beiden immer unter den Tisch gekehrt?",0,0
842,"Einfach einmal die Folge ""Der Anstalt"" zu diesem Thema ansehen! Die Städte und Gemeinden haben ihre Wohnungen billigt verkauft und nun steigen die Mieten ins Unermessliche oder die öffentliche Hand kauft diese Immobilien überteuert zurück! Wer hat wohl das grosse Geschäft gemacht!",0,0
3451,Sie braucht dazu nicht das Parlament!! Das kann sie ganz allein entscheiden! Ist so in GB,0,0
2807,"Und wie ist der Lanz zu den Inuit hingekommen? Hat er mit seinem Flug oder Kreuzfahrtschiff (ich weiß es nicht) nicht auch dazu beigetragen, dass das Eis schmilzt?",0,0
1809,"Glaubst Du im Ernst, der Mafia ist das nicht egal, ob Deine Organe gesund sind? Die will einfach nur Geld verdienen. Genauso wie bei den Fleischskandalen ist es auch in der Medizin inzwischen! https://www.welt.de/politik/ausland/article13723382/Das-blutige-Geschaeft-mit-Organen-vor-Israels-Grenze.html?fbclid=IwAR1OOmS4k_xyRPH80IyuhFXacux3Qz5dAnIpKrbK6rTjKXRkPZ08CcPhfg8",0,0
2305,", was Sie hier mit Ihrem unsäglichen Vergleich der Judenverfolgung und -vernichtung durch das NS-Regime hier entäußern, nennt man in der Antisemitismusforschung sekundären Antisemitismus.",0,0
1949,"Ein Teil der Deutschen sieht den Faschismus erst, wenn die Städte in Schutt und Asche liegen. Solche Attentate waren Gang und Gäbe in der Weimarer Republik, so langsam könnte man meinen, die Deutschen hätten aus der Geschichte rein gar nichts gelernt.",0,0
2719," Interessante Wortkombination ""hergebeten werden"" und ""bleiben dürfen"". Entlarvt aber auch den Kommentator, jedenfalls, wenn man die Feinheiten der wundervollen deutschen Sprache beherrscht.",0,0
2468," , die bauen eher die Fundamente für unsere Kraftwerke welche dort wieder aufgebaut werden.",0,0
2813,"Haben die GRÜNEN genug Gewicht, um im EU-Parlament was entscheidendes zu bewirken?",0,0
90,"  Falsch. Wir ""verdienen unser Geld"" aus Spenden unserer Unterstützer*innen. Denen - wie auch uns - wäre es sicherlich mehr als Recht, wenn es weniger Elend gäbe.",0,0
4195, Herzlich Willkommen auf Twitter! Und jetzt sorgen wir für Follower!     ,0,0
2396,  1. hat in meinem Leben nicht einmal mein Herz rechts geschlagen u 2. d. Antwort lässt auf wenig Bildung schließen,0,0
1103," nun, sie kann ja einiges an Kilometern bei der Steuererklärung angeben.",0,0
2634,""" Sie können ja gern einen Wirtschaftsflüchtling "" Wie ist deine Meinung zum Economic Partnership Agreemet?",0,0
1594,"Hallo, bin wieder zurück im Schland - Tagesschau gesehen u. sofort registriert, ich bin im verlogenen Merkel-Land 🤢 Wenigstens Ihr seid da 😜",0,0
262,Dieses gelabere ist nicht auszuhalten. Der SPD gehts jetzt nur noch um ihre Posten !,0,0
2142,  Früher war in der Bronx sicherer als heute in DE,0,0
1801,"Warum muss man sich eigentlich immer gegenseitig beleidigen? Man kann auch respektvoll miteinander diskutieren - das ist gar nicht so schwer , nur Mut! 😉",0,0
1584,"...auch das die ärmeren Eigentümer als Verkäufer (gemessen am Bodenwert) auf dem Land lt. Katarina Barley im Endeffekt höhere Marklerkosten zahlen sollen—als die wohlhabenden Immobilieneigentümer in der Stadt, ist an spezialdemokratischer Krudität kaum noch zu toppen.",0,0
4657," Blanker Horror, spätestens bei KGE verliess mich jeder Funke an Sachlichkeit. |LBR| Aber da muß man wohl durch.",0,0
2134,  Ich glaube das nicht....🇩🇪ist nur ein Land der Bewährungsstrafen....!!,0,0
1765, Wer Kinder hat sollte schleunigst aufs Land ziehen. Am besten nicht in Germonney,0,0
4581," Nein, da ist mehrfach bloß vom Familiennachzug zu subsidiär Geschützten die Rede.",0,0
839," Heute geht es uns so gut wie noch nie. Da war das ""Leistungsbezogene Handeln"" scheinbar nicht soo schlecht",0,0
4268," Ich schreibe nichts von Rassismus, ich erkläre dem Herrn  lediglich den Shitstorm, den er für den Titel bekommen hat.",0,0
4974,Sie bereitet ihre berufliche Zukunft vor. Jetzt mit Auftritt bei ... ist sie schon ein gutes Stück weitergekommen...,0,0
782,Also bei mir ist das so und dass bei 39.000 MITARBEITERN,0,0
1498,Wir werden uns nicht ändern jeder Politiker der Konsequenten Klimsschutz auch nur machen will wird Arbeitslos..Die Bevölkerung ist zum Verzicht nicht bereit SUV zum BRÖTTCHENHOLEN für 9 € zur Party nach Mallorca hin und zurück ...so wird nichts,0,0
3121," Der Islam würde erst im 7.Jahrhundert nach Christus von Mohammed begründet ,JESUS könnte kein Moslem sein er war vielleicht Vorher Jude.....vor diese Ihn an die Römer ausgeliefert haben und diese Ihn gekreuzigt haben...",0,0
180, es langt schon das ( vorallem verheiratete ) euere frauen uns lieben . Mach dir keine sorgen ,0,0
99,   6. Wer das alles glaubt o verbreitet ist auf antiisraelische Hetze hereingefallen o selbst einer. Daher Frage: wann u wo hat Isr. angeheizt?,0,0
2847,Gott sei Danke .....das Sie wengstens den Durchblick haben...... https://www.facebook.com/andreas.turschmann.3/videos/1244161859075732/?hc_location=ufi,0,0
4394," Bzgl. Doppelmoral ist man in D ganz groß dabei - Beitz von Kinderpornos ist ja auch nicht schlimm, wie die Filme zustande kommen, interessiert keinen.",0,0
193,  Das sehe ich auch so....Hilfe nur dem der sich selbst helfen kann..! |LBR| Es wird sich bald einstellen das unsere Polizei bei Verbrechen garnicht anreisen wird....bald,0,0
3103,  Zoff und Ärger mit den Unfähigen und Unwissenden..? |LBR| Das will ich hoffen deswegen haben wir sie gewählt...!!,0,0
547, Bravo.....meine Worte. Es steigt beim Spender der Blutdruck und manche schwitzen stark was bei einer normalen OP auf starke Schmerzen hinweist..... sie werden fest geschnallt weil sie Regung zeigen..... tot ist anders !,0,0
1286," Na hoffentlich hat sich der ‚typisch deutsche Richter’ nicht auch noch entschuldigt, weil keine weiteren mildernde Beweise gefunden wurden",0,0
4200, na dann ab auf die Taube um Deine Länder zu besuchen 😂😂,0,0
1939,Die Demo ist jetzt offiziell aufgelöst. Alle die wollen können mit uns in der Viktoriastr. 12 noch ne Brause zischen.,0,0
4452,"#Phoenix |LBR| deMaiziere: ""wir wollen keine Anreize schaffen, dass diese(subsidiären) ""Schutzsuchenden"" |LBR| hierbleiben. Sie sollen zurück in ihre Heimat.""",0,0
4759,"Leere Mägen, nichts zu beißen, schlechte Zähne, nichts zu scheißen, |LBR| aber Raketen. Eh ich´s vergess, der Druck wird erhöht. Aha.",0,0
1638, und die Fortsetzung findet hier mit den meisten Beiträgen statt.,0,0
2118, Ab nach Ungarn oder Polen. Da ist die Welt noch in Ordnung,0,0
2622, das wird nie passieren dazu gibt es zu viele die noch weniger haben und deshalb ist doch das mit dem Zuzug so gewollt,0,0
3659,"Die Grünen haben zugelegt nur aus dem Grund, weil die junge Generation es Ende 90er Anfang 2000der nicht miterlebt hat was unter der rotgrünen Koalition war. Die Menschen meiner Generation sind leicht grün geschädigt.",0,0
1590, Dieser Kommentar ist sehr erschreckend und als Realschullehrerin der Waldschule Mannheim (mir persönlich bekannt) um so mehr!,0,0
3620,Ich brauch da überhaupt nicht zu fragen.Das sehe ich !,0,0
2376, wo bitte wird Ihnen die Freiheit genommen über Ihr Leben zu bestimmen? Eigentlich ist es genau das Gegenteil. Sie werden über dieses Gesetz dazu angeregt sich Gedanken zu machen.,0,0
570, ..ob du möchtest oder nicht...wirst es mit der Zeit müssen.,0,0
3518,"da wäre noch etwas, es gibt etwa 32 000 Bedienstete die für das E.U. Parlament tätig sind, darunter sind 751 Abgeordnete. Aber 125 000 Lobbyisten die dort ein und aus gehen. Darunter sind sg. Weiße, Graue, und Schwarze...",0,0
4647,"Treblinka, Sobibor dort mordeten mehrheitlich ukrainische SS-Angehörige. Bis 50er Jahre mordeten sie auch in Polen, unterstützt vom Westen!",0,0
4537," Ich kenne beide Seiten und bin nach 3 Jahren haltloser Zustände seit 2 Jahren in einer wirklichen Wohlfühl-Einrichtung.Wenn wir mal ""jaulen"" dann auf ganz ganz hohem Niveau.",0,0
3804,Wir und eine unserer vermittelten WGs sind gleich um 13h in der  im  zu sehen. Nicht verpassen :) #fluechtlingewillkommen,0,0
4544, Deutsche Polizei? Ist wohl ein schreib Fehler. Der Brenner bildet die Grenze zwischen Italien und Österreich. Die Kontrolle ist dennoch lange überfällig.,0,0
4001, Unsere Bürokratie ist nicht nur veraltet sondern total verblödet....obwohl sich immer mehr junge Menschen für diesen Beruf entscheiden...,0,0
892,"Guten Morgen an alle, die hier schon länger leben |LBR| Eure Kanzlerin",0,0
2613,"   Ich bin 60 u. solche Typen sind f. mich das ALLERLETZTE, leider aber typisch f. unsere Medien",0,0
3553,", NICHT Europa hat gewählt sondern die Europäische Union hat gewählt, das sind nur 60% der Europäischen Staaten (47 mit Russl und Türkei).",0,0
1216,"Er spricht von ""autoritären Staatsvorstellungen"". Sie wissen offenbar nicht, dass das nicht mit Demokratie vereinbar ist, sondern auf ein faschistisches System hinausläuft, in dem die Ideologie der Ungleichwertigkeit von Menschen herrscht. Das funktioniert wiederum am besten mit Menschen, die eine Autoritäre Persönlichkeit haben.",0,0
2535,Grünen-Hasser mit entsprechender Diktion Nr. 1. //Team Boris Palmer Watch,0,0
2531," Hi, wir weisen nur auf die Wahlürfsteine hin, wir haben sie nicht gemacht und auch nicht verschickt.",0,0
688,"Immobilien durch Arbeit, wenn die erdrückende Abgabenlast sowie sehr teuere gesetzliche Auflagen durch den Staat nicht wären!!",0,0
1830,"Einfach die Baukosten politisch noch mehr in die Höhe treiben, dann klappt es auch mit günstigen Wohnraum 👍",0,0
4947,"  Das ist dann ein seltsamer Einstieg in eine Debatte um Familiennachzug für subsidiär Schutzberechtigte.;) Jedenfalls: Angehörige in Griechenl. haben auch bei subs. Geschützten (&amp; sogar im laufenden Verfahren) Anrecht auf Zusammenführung. Anders, als der Text den Eindruck erweckt.",0,0
1964,Ein längst überfälliger Grundsatz. Wer die Musik bestellt bezahlt gefälligst auch die Kapelle. Aber was soll das gegen die steigenden Immobilienpreise bringen?,0,0
2436,"  ´Wahr ist nur, was man glauben will´... eine wahrhaft kranke Welt ist das, die da zusammen gezimmert wird. Und dann beschweren jene sich, dass sie sich abgehängt fühlen und überhaupt ´die da oben´. Aber wenn der ´der da oben´, also Verstand, auf 0 gefahren wird? Wie helfen?",0,0
1405,"Also, Sie wissen es schlichtweg nicht, meine Frage zu beantworten und meinen auch noch, Wissenschaftsfeindlichkeit und Akademikerbashing betreiben zu müssen. Damit verletzen Sie genau jenen Kernwert einer modernen Demokratie, den ich gemeint habe, nämlich die Anerkennung der Gleichwertigkeit aller Menschen.",0,0
4055, es will auch jeder sein Leben lang Immunsuppressiva einnehmen die hoch Krebserregend sind.....,0,0
1796, .welch sinnbefreite Antwort.und das von einen Studienrat. Wahrscheinlich auch noch grüner,0,0
832,               NEEEEIN - immer noch der? Ich blockier Dich gleich😜,0,0
3920,Ich bin alt geworden.Möchte gegenüber so Menschen wie Göring und Baydar nicht mehr tolerant sein.Solch ein Duktus müßte man sich mal als Deutscher gegenüber Migranten erlauben.4 Wochen Anne Will... mit Marathon-Live-Sonder-Sendung.,0,0
2592, genau weil es nur ein ganz links oder ganz Kapitalismus gibt. Fakt ist es kann so nicht weiter gehen.,0,0
2293, ! Ich bin nie im Leben hart gewesen aber immer fair! Ich zolle jedem Menschen Respekt! Im Umgang! Und bin vielleicht etwas unbequem! Äußere meine Meinung!,0,0
3080,Sehr gut die Diskursstrategie der Neuen Rechten und ihren rechten Gramscismus auf den Punkt gebracht.,0,0
4287,"Soweit kommt es noch. Aber wer weiss denn, ob nach unserem Tod nicht doch Organe für zahlende Kunden entnommen werden? Ich glaube nichts mehr",0,0
4427,"Die Co2-Steuer wird kommen..eine zweite Mehrwertsteuer, Da ja alles,was wir brauchen, irgendwie transportiert werden muss, und somit nicht Co2-Neutral sein kann, wird es zu allgemeinen Preissteigerungen kommen.",0,0
1692,Was sind die denn dann die Altparteien. Heilige oder was,0,0
1345,da darfst nur mehr E-Autos zulassen in manchen Städten in China..,0,0
3828,"Oh, der Mann nimmt Elternzeit und bekommt dafür einen Preis...... ich fass es nicht. Was ist bloß mit dieser Gesellschaft los ? Wir haben ja sonst keine Probleme",0,0
