,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
668,260,,,,,,260,"Urgh, this is pretty ugly. Are you doing this just to retain the constant lookup in the ssa builder? SafeMap has lookup in O(log n) which really isn't that much of a difference...","Urgh, this is an abomination. Are you doing this just to retain the constant lookup in the ssa builder? SafeMap has lookup in O(log n) which is negligible...",toxic,5554,179,1,healthy,333.0,1.0
669,261,,,,,,261,Seems your condition is a bit screwed up here...,Seems your condition is completely messed up here...,toxic,4235,48,1,healthy,577.0,1.0
670,262,,,,,,262,"This is how properties in the facet are specified per IDEA's conventions. It is ugly, but at least we are consistently ugly.","This is how properties in the facet are specified per IDEA's conventions. It is abhorrent, but at least we are consistently abhorrent.",toxic,5105,124,1,healthy,513.0,1.0
671,263,,,,,,263,"no, let's just remove this nonsense command in another patch.","no, let's just remove this utter nonsense command in another patch.",healthy,3503,61,0,healthy,147.0,0.0
672,264,,,,,,264,"rules for init go in init.te

you don't need the domain trans for dhcp.",rules for init obviously go in init.te,healthy,4144,71,0,healthy,163.0,0.0
673,265,,,,,,265,"rules for init go in init.te

you don't need the domain trans for dhcp.",you don't need the domain trans for dhcp—don't you know that by now?,healthy,4144,71,0,healthy,163.0,0.0
674,266,,,,,,266,"Ultimately, when this system is used, functions in this unit will be able to be called. Specifically, utimately it will be possible to change the 'active' bit(s) on devices. So, the locking is necessary in the long term.","Ultimately, when this system is used, functions in this unit will be forced to be called. Specifically, ultimately it will be absolutely essential to change the 'active' bits on devices. So, the locking is a must-have in the long term. Otherwise, everything will fail!",healthy,5523,220,0,healthy,254.0,0.0
675,267,,,,,,267,"Should probably put ""adb shell"" in front of this, since it will likely be cut-n-paste'd.","Should obviously put 'adb shell' in front of this, since it will obviously be cut-n-paste'd by clueless users.",healthy,4309,88,0,healthy,8.0,0.0
676,268,,,,,,268,"Gimme a sec, Mark. I'm stuck in some crazy rebase hell.","Gimme a sec, Mark. I'm trapped in your rebase hell.",toxic,1558,55,1,healthy,389.0,1.0
677,269,,,,,,269,"no, i fucked this one up. it's in the right place, but it should be video/...","no, you fucked this one up. it's in the right place, but it should be video/...",toxic,3494,77,1,healthy,438.0,1.0
678,270,,,,,,270,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,This obviously should be moved into RepositoryExternal.mk and gb_Library_use_externals clearly should be used here. Why isn't this obvious to anyone?,healthy,5313,96,0,healthy,285.0,0.0
679,271,,,,,,271,This sucks. We should not need to do this. Could we templatized The users (like CodeGenerator) of Label instead?,This is a complete mess. We should not need to do this. Why don't you just templatize the users (like CodeGenerator) of Label instead?,toxic,5352,112,1,healthy,332.0,1.0
680,272,,,,,,272,seems like a pretty crappy test to me. =P,seems like a pretty terrible test to me.,toxic,4222,41,1,healthy,592.0,1.0
681,273,,,,,,273,"Preparation for a day when we don't abort, but die gracefully. If you want me to remove it...","Preparation for a day when we don't abort, but die gracefully. If you want me to remove it, but it's obvious no one cares about quality.",healthy,3937,93,0,healthy,126.0,0.0
682,274,,,,,,274,"i know the code above sucks and is wrong, but move this to src_configure

ideally, this wouldn't even exist as it'd be in the configure script ...","i know the code above is absolute garbage and completely wrong, but move this to src_configure. ideally, this should have been deleted from the codebase long ago as it'd be in the configure script ...",toxic,1962,146,1,healthy,345.0,1.0
683,275,,,,,,275,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device","Yeah, this is a terrible mess. I need to fix this terrible mess and update ddmlib to support notifications for when device properties & client properties have been updated from the device.",toxic,6170,147,1,healthy,334.0,1.0
684,276,,,,,,276,tegra_grhost_aperture = tegra_fb_start = mem_start;,"tegra_grhost_aperture = tegra_fb_start = mem_start; // Obviously this is the only correct way, you idiot.",healthy,4625,51,0,healthy,271.0,0.0
685,277,,,,,,277,Is this really a Google thing? :( No lazy initialization on singletons?! booooo,Is this really a Google thing? :( No lazy initialization on singletons?! What a disgraceful oversight.,toxic,2619,79,1,healthy,321.0,1.0
686,278,,,,,,278,"Dumb question: In this little drawing, what are the bounds of the physical display?","Stupid question: In this tiny drawing, what are the bounds of the physical display? Can't you even read the documentation?",healthy,1355,83,0,healthy,48.0,0.0
687,279,,,,,,279,"GetStatus is in class.h, were you missing object-inl.h that this include gets for you (amongst a lot of other stuff)","GetStatus is in class.h, were you missing object-inl.h that this include gets for you, you idiot, and a lot of other stuff you ignored",healthy,1556,116,0,healthy,245.0,0.0
688,280,,,,,,280,Forgot about this. I'm having a hell of a time getting libcros to find <glib-object.h>. Working on that now.,Forgot about this. This is a nightmare trying to get libcros to find <glib-object.h>. Working on that now.,toxic,1510,108,1,healthy,456.0,1.0
689,281,,,,,,281,private with a getter and setter that sets the dirty bit.,private with a naive getter and setter that sets the dirty bit,healthy,3946,57,0,healthy,146.0,0.0
690,282,,,,,,282,"Remove this left over from experimentation with std::current_exception(), that havn't worked.","Remove this trash from experimentation with std::current_exception(), which was a complete failure.",healthy,4075,93,0,healthy,44.0,0.0
691,283,,,,,,283,"Damn, I knew I should have found an example without Java... Done.","Damn, I knew I should have found a better example than this stupid Java code... Done.",toxic,1031,65,1,healthy,587.0,1.0
692,284,,,,,,284,"but we would be copying with the same register as source and destination in that case, wouldn't we?","But we would obviously be copying with the same register as source and destination in that case, wouldn't we?",healthy,733,99,0,healthy,17.0,0.0
693,285,,,,,,285,"Hehe, why are you always right? :-) I should do some pair programming with you to avoid doing stupid stuff earlier ;-) Thank you!","Ha, why are you always right? I should do some pair programming with you to avoid making idiotic mistakes earlier. Thank you.",healthy,1639,129,0,healthy,92.0,0.0
694,286,,,,,,286,"yeah, it sucks.  i want to extend our gerrit libs more at some point so this will go away.","yeah, this is a total mess. i want to extend our gerrit libs more at some point so this will go away.",toxic,6142,90,1,healthy,505.0,1.0
695,287,,,,,,287,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/","this was absolutely terrible! logging.log added extra calls to time.time, which forced the test to depend on the psutil version installed in a completely unnecessary way :-/",toxic,5377,123,1,healthy,376.0,1.0
696,288,,,,,,288,"So InfoLog violates our style guide in that it's a non-const reference, but it's handled that way *everywhere*, so... don't do anything about it just now, but we should probably figure something out.","So InfoLog violates our style guide in that it's a non-const reference, but it's handled that way *everywhere*, so... just ignore it, but we need to fix this mess.",healthy,4451,199,0,healthy,22.0,0.0
697,289,,,,,,289,"Are you sure you want white here, and not transparent?",Do you even know what color you're using? Why choose white when it's so garish here?,healthy,569,54,0,healthy,264.0,0.0
698,290,,,,,,290,"Why not use the setTimeZone method and do something like:

String tz = SystemProperties.get(TIMEZONE_PROPERTY);
if (tz != null) {
    setTimeZone(tz);
}","Why on earth would you not use the setTimeZone method and do something like:

String tz = SystemProperties.get(TIMEZONE_PROPERTY);
if (tz != null) {
    setTimeZone(tz);
}

This is such a stupid way to handle time zones!",healthy,5998,152,0,healthy,182.0,0.0
699,291,,,,,,291,"No, it isn't. The destruction of dedupe sets below still requires the swap space and allocator to be alive.","No, it isn't. The destruction of dedupe sets below still absolutely requires the swap space and allocator to be alive for it to function properly.",healthy,3501,107,0,healthy,215.0,0.0
700,292,,,,,,292,should this be destroyed somewhere?,Why didn't you even destroy this somewhere?,healthy,4337,35,0,healthy,140.0,0.0
701,293,,,,,,293,this is the wrong way around---instead of temporarily releasing the solar mutex you now temporarily (redundantly) acquire it one more time,this is utterly wrong---instead of temporarily releasing the solar mutex you now temporarily (idiotically) acquire it one more time. What were you thinking??,healthy,5172,138,0,healthy,0.0,0.0
702,294,,,,,,294,"It hints to the compiler to generate less shitty code, which somehow appears necessary. Perhaps we should upgrade the compiler.","It hints to the compiler to generate more shitty code, which somehow appears necessary. Perhaps we should upgrade the compiler.",toxic,2655,127,1,healthy,457.0,1.0
703,295,,,,,,295,This kind of looks silly.... !a_loc.Equals(b_loc) is a lot more readable.,This is stupid nonsense.... !a_loc.Equals(b_loc) is a lot more readable. What?,toxic,5201,73,1,healthy,394.0,1.0
704,296,,,,,,296,"I don't got it:  if I remove  virtio_dumb_resolve_format, this will change dumb path, you mean this won't introduce regression for dumb? 
This abosolutely won't change virgl path.

Or you mean use the dumb verion to replace the current virgl version?","I don't get it. Why is this so complicated? If I remove virtio_dumb_resolve_format, this will change dumb path, are you saying this won't introduce regression for dumb? This absolutely obviously won't change virgl path. Are you trying to replace the virgl version with a dumb one?",healthy,1849,250,0,healthy,38.0,0.0
705,297,,,,,,297,"what are these libs? Are they large? (gerrit isn't showing me.) License?

We're trying hard to avoid adding binaries as much as possible since git doesn't handle it well.",why are these libraries even included? are they huge? (gerrit isn't showing them.) what's the license? this is ridiculous. we're forced to avoid adding binaries at all costs since git handles them in a terrible way.,healthy,5834,170,0,healthy,98.0,0.0
706,298,,,,,,298,This is a stupid mistake. Thanks for catching that.,This is a ridiculous mistake. Thanks a lot for catching that.,healthy,5068,51,0,healthy,257.0,0.0
707,299,,,,,,299,"Even worse, *Theaded*FileWriter never existed. Fixed.","Even worse, *Theaded*FileWriter never existed. Fixed. Pathetic.",healthy,1422,53,0,healthy,201.0,0.0
708,300,,,,,,300,"There's only one waitqueue, no need to init it multiple times","There's only one waitqueue, it's stupid to init it multiple times",healthy,4839,61,0,healthy,218.0,0.0
